id,ans
1,4
2,3
3,3
4,1
5,0
6,0
7,2
8,3
9,3
10,0
11,3
12,3
13,3
14,5
15,2
16,0
17,0
18,0
19,3
20,3
21,0
22,2
23,2
24,4
25,4
26,5
27,5
28,3
29,1
30,0
31,5
32,4
33,3
34,5
35,4
36,1
37,1
38,2
39,4
40,1
41,4
42,5
43,0
44,5
45,4
46,3
47,4
48,3
49,5
50,3
51,2
52,4
53,5
54,1
55,4
56,1
57,5
58,3
59,1
60,0
61,4
62,3
63,2
64,4
65,1
66,3
67,2
68,2
69,3
70,4
71,1
72,1
73,0
74,3
75,0
76,4
77,2
78,5
79,3
80,0
81,3
82,3
83,3
84,5
85,1
86,0
87,1
88,0
89,3
90,1
91,5
92,1
93,2
94,5
95,3
96,3
97,2
98,2
99,5
100,5
101,0
102,5
103,0
104,2
105,0
106,0
107,0
108,5
109,0
110,5
111,5
112,4
113,1
114,3
115,5
116,0
117,1
118,1
119,0
120,1
121,1
122,2
123,3
124,4
125,1
126,1
127,5
128,0
129,0
130,5
131,3
132,2
133,3
134,1
135,0
136,1
137,2
138,2
139,1
140,0
141,5
142,4
143,0
144,5
145,4
146,2
147,4
148,5
149,0
150,0
151,0
152,4
153,4
154,5
155,0
156,4
157,0
158,5
159,1
160,3
161,2
162,1
163,4
164,2
165,2
166,2
167,1
168,5
169,0
170,0
171,0
172,5
173,0
174,4
175,2
176,1
177,0
178,3
179,4
180,3
181,4
182,2
183,3
184,2
185,3
186,1
187,0
188,5
189,3
190,4
191,3
192,5
193,0
194,3
195,1
196,0
197,5
198,4
199,5
200,5
201,5
202,3
203,3
204,4
205,2
206,0
207,4
208,4
209,0
210,0
211,5
212,2
213,5
214,3
215,2
216,0
217,4
218,2
219,2
220,4
221,1
222,1
223,5
224,2
225,4
226,5
227,1
228,5
229,2
230,1
231,2
232,5
233,1
234,5
235,3
236,5
237,3
238,5
239,0
240,5
241,5
242,0
243,4
244,2
245,3
246,5
247,2
248,2
249,0
250,0
251,2
252,2
253,3
254,4
255,4
256,0
257,1
258,1
259,4
260,1
261,2
262,2
263,1
264,3
265,1
266,4
267,4
268,4
269,3
270,4
271,4
272,3
273,2
274,1
275,4
276,1
277,1
278,3
279,1
280,2
281,0
282,0
283,3
284,2
285,1
286,5
287,4
288,1
289,2
290,3
291,5
292,2
293,0
294,2
295,3
296,2
297,2
298,4
299,1
300,0
301,1
302,5
303,1
304,0
305,5
306,0
307,4
308,1
309,1
310,1
311,4
312,1
313,2
314,3
315,5
316,2
317,0
318,3
319,0
320,0
321,4
322,2
323,2
324,3
325,2
326,1
327,5
328,5
329,0
330,1
331,3
332,5
333,0
334,3
335,0
336,3
337,3
338,2
339,5
340,2
341,5
342,4
343,5
344,2
345,5
346,4
347,4
348,2
349,1
350,0
351,2
352,1
353,3
354,4
355,0
356,4
357,2
358,4
359,4
360,2
361,0
362,2
363,5
364,4
365,2
366,5
367,2
368,2
369,4
370,2
371,1
372,5
373,0
374,0
375,3
376,3
377,1
378,0
379,0
380,2
381,0
382,0
383,0
384,2
385,1
386,2
387,0
388,3
389,5
390,1
391,0
392,0
393,1
394,2
395,2
396,3
397,3
398,2
399,1
400,0
401,0
402,2
403,1
404,0
405,0
406,0
407,0
408,2
409,2
410,2
411,5
412,0
413,5
414,2
415,3
416,4
417,1
418,5
419,1
420,5
421,4
422,1
423,5
424,1
425,4
426,1
427,0
428,2
429,4
430,4
431,0
432,2
433,4
434,0
435,1
436,0
437,2
438,4
439,1
440,0
441,1
442,2
443,0
444,0
445,0
446,0
447,4
448,5
449,0
450,3
451,1
452,5
453,0
454,2
455,2
456,5
457,5
458,1
459,5
460,2
461,2
462,5
463,0
464,3
465,5
466,5
467,1
468,0
469,1
470,5
471,4
472,3
473,3
474,2
475,0
476,2
477,0
478,1
479,1
480,2
481,4
482,3
483,4
484,5
485,5
486,1
487,3
488,2
489,5
490,4
491,0
492,0
493,0
494,4
495,2
496,5
497,4
498,0
499,1
500,4
501,0
502,5
503,1
504,2
505,2
506,2
507,2
508,1
509,2
510,5
511,1
512,1
513,5
514,4
515,1
516,5
517,2
518,4
519,5
520,1
521,3
522,0
523,1
524,2
525,4
526,1
527,0
528,0
529,4
530,3
531,2
532,5
533,2
534,4
535,3
536,4
537,1
538,4
539,0
540,0
541,3
542,1
543,2
544,0
545,2
546,2
547,4
548,3
549,4
550,5
551,4
552,2
553,0
554,5
555,1
556,4
557,1
558,1
559,5
560,3
561,3
562,0
563,2
564,3
565,1
566,5
567,5
568,3
569,5
570,0
571,5
572,5
573,0
574,4
575,1
576,0
577,4
578,1
579,3
580,3
581,3
582,0
583,0
584,0
585,0
586,0
587,0
588,5
589,2
590,4
591,1
592,0
593,0
594,4
595,5
596,0
597,1
598,4
599,0
600,3
601,5
602,1
603,5
604,1
605,2
606,4
607,0
608,1
609,1
610,5
611,3
612,4
613,0
614,5
615,2
616,4
617,1
618,4
619,1
620,2
621,4
622,5
623,3
624,3
625,1
626,5
627,5
628,1
629,2
630,3
631,2
632,5
633,2
634,0
635,3
636,0
637,0
638,1
639,0
640,2
641,3
642,1
643,3
644,5
645,0
646,2
647,4
648,4
649,5
650,2
651,4
652,3
653,4
654,0
655,1
656,2
657,2
658,5
659,0
660,1
661,0
662,1
663,5
664,3
665,4
666,3
667,4
668,2
669,1
670,5
671,2
672,2
673,3
674,0
675,4
676,2
677,5
678,3
679,4
680,3
681,3
682,0
683,3
684,5
685,2
686,1
687,0
688,4
689,4
690,0
691,4
692,2
693,4
694,5
695,0
696,3
697,1
698,0
699,0
700,1
701,2
702,0
703,0
704,5
705,4
706,0
707,4
708,3
709,4
710,3
711,4
712,1
713,5
714,3
715,4
716,5
717,1
718,2
719,4
720,4
721,1
722,5
723,5
724,5
725,0
726,2
727,5
728,1
729,0
730,5
731,0
732,4
733,3
734,4
735,2
736,1
737,5
738,5
739,3
740,5
741,0
742,1
743,2
744,4
745,2
746,4
747,1
748,2
749,3
750,4
751,1
752,1
753,4
754,4
755,5
756,4
757,5
758,0
759,5
760,0
761,4
762,2
763,0
764,2
765,0
766,0
767,0
768,1
769,3
770,0
771,1
772,2
773,4
774,3
775,1
776,2
777,1
778,2
779,5
780,5
781,3
782,3
783,3
784,0
785,1
786,4
787,1
788,5
789,2
790,0
791,3
792,1
793,5
794,4
795,2
796,1
797,1
798,0
799,0
800,2
801,2
802,3
803,2
804,1
805,0
806,2
807,3
808,0
809,0
810,2
811,1
812,3
813,0
814,2
815,4
816,3
817,4
818,5
819,1
820,2
821,5
822,3
823,5
824,3
825,0
826,0
827,2
828,1
829,5
830,1
831,5
832,5
833,3
834,5
835,5
836,3
837,2
838,4
839,0
840,2
841,4
842,2
843,2
844,1
845,5
846,1
847,4
848,4
849,1
850,5
851,3
852,2
853,5
854,3
855,0
856,4
857,1
858,4
859,4
860,5
861,0
862,1
863,4
864,2
865,0
866,4
867,4
868,2
869,3
870,0
871,1
872,3
873,0
874,5
875,0
876,3
877,4
878,3
879,0
880,4
881,0
882,4
883,3
884,3
885,5
886,0
887,1
888,5
889,5
890,4
891,3
892,2
893,0
